idx_type,date,value
i11_econ_hist,2005-04-01,-24.0339302544769
i11_econ_hist,2005-07-01,-35.311004784689
i11_econ_hist,2005-10-01,-33.0516431924883
i11_econ_hist,2006-01-01,0
i11_econ_hist,2006-04-01,15.4658981748319
i11_econ_hist,2006-07-01,34.3183984747378
i11_econ_hist,2006-10-01,41.0628019323672
i11_econ_hist,2007-01-01,43.5653002859867
i11_econ_hist,2007-04-01,48.1086323957323
i11_econ_hist,2007-07-01,43.4905660377359
i11_econ_hist,2007-10-01,35.7142857142857
i11_econ_hist,2008-01-01,30.6742640075973
i11_econ_hist,2008-04-01,2.36294896030246
i11_econ_hist,2008-07-01,-25.094696969697
i11_econ_hist,2008-10-01,-57.4108818011257
i11_econ_hist,2009-01-01,-63.9850327408793
i11_econ_hist,2009-04-01,-96.3065558633426
i11_econ_hist,2009-07-01,-100.278293135436
i11_econ_hist,2009-10-01,-74.6965452847806
i11_econ_hist,2010-01-01,-58.2947173308619
i11_econ_hist,2010-04-01,-7.35849056603774
i11_econ_hist,2010-07-01,5.27289546716004
i11_econ_hist,2010-10-01,15.7261794634598
i11_econ_hist,2011-01-01,16.6508987701041
i11_econ_hist,2011-04-01,12.7917833800187
i11_econ_hist,2011-07-01,-5.09615384615385
i11_econ_hist,2011-10-01,-41.6267942583732
i11_econ_hist,2012-01-01,-47.1135940409684
i11_econ_hist,2012-04-01,-17.6619007569386
i11_econ_hist,2012-07-01,-24.1379310344828
i11_econ_hist,2012-10-01,-21.9808861859253
i11_econ_hist,2013-01-01,-9.73971452560873
i11_econ_hist,2013-04-01,-6.62373505059798
i11_econ_hist,2013-07-01,-9.2128801431127
i11_econ_hist,2013-10-01,2.72479564032698
i11_econ_hist,2014-01-01,11.8288590604027
i11_econ_hist,2014-04-01,5.45625587958608
i11_econ_hist,2014-07-01,6.92520775623269
i11_econ_hist,2014-10-01,-8.97994768962511
i11_econ_hist,2015-01-01,0.928505106778087
i11_econ_hist,2015-04-01,-21.9961240310078
i11_econ_hist,2015-07-01,-35.59670781893
i11_econ_hist,2015-10-01,-29.5627376425856
i11_econ_hist,2016-01-01,-34.6904156064461
i11_econ_hist,2016-04-01,-30.3505535055351
i11_econ_hist,2016-07-01,-27.4669379450661
